MID,DISCIPLINE,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8400100161,HSC,271533813, ,A80, ,813410,COAST GUARD HISTORICAL SOCIETY,COAST GUARD HISTORICAL SOCIETY, , ,2050 OAK STREET,LEIGHTON,AL,35646-3637,35646, , , , , , , ,COAST GUARD HISTORICAL SOCIETY,201412,0,0,0,2050 OAK ST,LEIGHTON,AL,35646-3637,201006, , , , ,-87.52815,34.70098,3,5,4,01,033,2050 OAK ST,LEIGHTON,AL,35646-3637,35646,1,1,0,0,0,0,0,0, 
8400100168,HSC,273072418, ,A80,118676159,712110,MUSEUM OF MOBILE,MUSEUM OF MOBILE INC, , ,111 S ROYAL ST,MOBILE,AL,36602-3101,36602, , , , , ,2512087569, ,MUSEUM OF MOBILE INC,201312,3,46907,46907,PO BOX 2068,MOBILE,AL,36652-2068,201009, , , , ,-88.04303,30.6959,3,5,1,01,097,PO BOX 2068,MOBILE,AL,36652-2068,36652,1,1,0,1,1,0,0,0, 
8400100169,HSC,273076166, ,A82, , ,CENTER POINT WOMENS PRESERVATION SOCIETY,CENTER POINT WOMENS PRESERVATION SOCIETY, , ,349 37TH COURT NE,CENTER POINT,AL,35215-1423,35215, , , , , , , ,CENTER POINT WOMENS PRESERVATION SOCIETY,201312,0,0,0,349 37TH CT NE,CENTER POINT,AL,35215-1423,201011, , , , ,-86.67516,33.66709,3,5,2,01,073,349 37TH CT NE,CENTER POINT,AL,35215-1423,35215,1,1,0,0,0,0,0,0, 
8400100170,HSC,273126699, ,A80, , ,RANDOLPH COUNTY HISTORICAL SOCIETY,RANDOLPH COUNTY HISTORICAL SOCIETY, , ,10840 CRAGFORD ROAD,CRAGFORD,AL,36255-6014,36255,416 SOUTH MERIDIAN STREET,WINCHESTER,IN,36255-6014,36255,7655841334,HTTP://WWW.RANDOLPHHISTORY.COM/,RANDOLPH COUNTY HISTORICAL SOCIETY,201412,0,0,0,10840 CRAGFORD RD,CRAGFORD,AL,36255-6014,201102, , , , ,-84.98254,40.16907,4,3,3,18,135,416 SOUTH MERIDIAN STREET,WINCHESTER,IN,36255-6014,36255,1,1,0,0,0,0,0,0, 
8400100171,HSC,273395716, ,A80, ,813920,NORTH ALABAMA VIETNAM PILOTS ASSOCIATION,NORTH ALABAMA VIETNAM PILOTS ASSOCIATION, , ,PO BOX 8406,HUNTSVILLE,AL,35802-3629,35802, , , , , , ,HTTP://17TH.ORG/GALLERY2/MAIN.PHP/V/LHAAS/,NORTH ALABAMA VIETNAM PILOTS ASSOCIATION,201412,0,0,0,PO BOX 8406,HUNTSVILLE,AL,35808-0402,201106, , , , ,-86.64048,34.70022,3,5,4,01,089,PO BOX 8406,HUNTSVILLE,AL,35808-0402,35808,1,1,0,0,0,0,0,0, 
8400100173,HSC,273511979, ,A80, ,712120,TUSCALOOSA GENEALOGICAL SOCIETY,TUSCALOOSA GENEALOGICAL SOCIETY INC, , ,PO BOX 020802,TUSCALOOSA,AL,35402-0802,35402, , , , , , ,HTTP://WWW.TUSCALOOSAGENEALOGY.COM/,TUSCALOOSA GENEALOGICAL SOCIETY INC,201212,0,0,0,PO BOX 20802,TUSCALOOSA,AL,35402-0802,201102, , , , ,-87.56242,33.2029,3,5,1,01,125,PO BOX 20802,TUSCALOOSA,AL,35402-0802,35402,1,1,0,0,0,0,0,0, 
8400100174,HSC,274919416, ,A80, ,712120,BROWN HAWKINS RURAL LEARNING CENTER,BROWN HAWKINS RURAL LEARNING CENTER, , ,3936 ROUSE RIDGE CT,MONTGOMERY,AL,36111-3115,36111, , , , , , , ,BROWN HAWKINS RURAL LEARNING CENTER,201412,0,0,0,3936 ROUSE RIDGE CT,MONTGOMERY,AL,36111-3115,201104, , , , ,-86.25291,32.3314,3,5,1,01,101,3936 ROUSE RIDGE CT,MONTGOMERY,AL,36111-3115,36111,1,1,0,0,0,0,0,0, 
8400100180,HSC,311622515, ,A80, ,813910,EUTAW AREA CHAMBER OF COMMERCE TRUST,EUTAW AREA CHAMBER OF COMMERCE TRUST INC, , ,PO BOX 31,EUTAW,AL,35462-0031,35462, , , , , , , ,EUTAW AREA CHAMBER OF COMMERCE TRUST INC,201312,1,3350,3350,PO BOX 31,EUTAW,AL,35462-0031,199904, , , , ,-87.90988,32.88911,3,5,4,01,063,PO BOX 31,EUTAW,AL,35462-0031,35462,1,1,0,0,0,0,0,0, 
8400100181,HSC,311623751, ,A80, , ,STEPHEN JONAH KING COMMUNITY PRESERVATION GROUP,STEPHEN JONAH KING COMMUNITY PRESERVATION GROUP, , ,5168 SCARLET OAK CIRCLE,BESSEMER,AL,35022-5449,35022, , , , , , , ,STEPHEN JONAH KING COMMUNITY PRESERVATION GROUP,201406,0,0,0,1535 ANN ST NW,CULLMAN,AL,35055-2625,199812, , , , ,-86.85799,34.18203,3,5,3,01,043,1535 ANN ST NW,CULLMAN,AL,35055-2625,35055,1,1,0,0,0,0,0,0, 
8400100184,HSC,320233016, ,A80, ,813219,TUSKEGEE AIRMEN NATIONAL HISTORIC SITE,FRIENDS OF TUSKEGEE AIRMEN NATIONAL HISTORIC SITE INC, ,FRIENDS OF TUSKEGEE AIRMEN NATIONAL HISTORIC SITE INC,PO BOX 831199,TUSKEGEE,AL,36083-1199,36083, , , , , ,2514948382,HTTP://WWW.FRIENDSOFTUSKEGEEAIRMENNHS.ORG/,FRIENDS OF TUSKEGEE AIRMEN NATIONAL HISTORIC SITE INC,201312,2,12945,9788,PO BOX 831199,TUSKEGEE,AL,36083-1199,200908, , , , ,-85.68729,32.42987,3,5,3,01,087,PO BOX 831199,TUSKEGEE,AL,36083-1199,36083,1,1,0,0,0,0,0,0, 
8400100185,HSC,320356534, ,A84, , ,PINTLALA HISTORICAL ASSOCIATION,PINTLALA HISTORICAL ASSOCIATION, , ,621 PETTUS RD,HOPE HULL,AL,36043,36043, , , , , ,3342887414, ,PINTLALA HISTORICAL ASSOCIATION,201412,0,0,0,621 PETTUS RD,HOPE HULL,AL,36043-5213,201209, , , , ,-86.36178,32.15148,3,5,4,01,101,621 PETTUS RD,HOPE HULL,AL,36043-5213,36043,1,1,0,0,0,0,0,0, 
8400100186,HSC,331142019, ,A80, ,712120,LEDS SCENIC BYWAY MANAGEMENT TEAM,LEDS SCENIC BYWAY MANAGEMENT TEAM INC, , ,6554 LYNN CIR,LEEDS,AL,35094-2332,35094, , , , , , , ,LEDS SCENIC BYWAY MANAGEMENT TEAM INC,201312,0,0,0,6554 LYNN CIR,LEEDS,AL,35094-2332,200701, , , , ,-86.57852,33.53762,3,5,2,01,073,6554 LYNN CIR,LEEDS,AL,35094-2332,35094,1,1,0,0,0,0,0,0, 
8400100187,HSC,341979481, ,A82,557581936, ,GENEVA COUNTY ALABAMA HISTORICAL SOCIETY,GENEVA COUNTY ALABAMA HISTORICAL SOCIETY INC,GENEVA COUNTY ALABAMA HISTORICAL SOCIETY, ,PO BOX 206,GENEVA,AL,36340,36340, , , , , ,3346842100, , , , , , , , , , , , , , , ,-85.87905,31.0453,3,5,3,01,061,PO BOX 206,GENEVA,AL,36340,36340,0,1,0,0,1,0,0,0, 
8400100188,HSC,352278120, ,A80, , ,MARION COUNTY HISTORICAL SOCIETY,MARION COUNTY HISTORICAL SOCIETY, , ,PO BOX 492,HAMILTON,AL,35570-0492,35570, , , , , , ,HTTP://WWW.MCHSAL.ORG/,MARION COUNTY HISTORICAL SOCIETY,201312,1,5970,5970,PO BOX 492,HAMILTON,AL,35570-0492,200712, , , , ,-87.99838,34.16018,3,5,4,01,093,PO BOX 492,HAMILTON,AL,35570-0492,35570,1,1,0,0,0,0,0,0, 
8400100189,HSC,364613415, ,A80, , ,CHICKASAW HISTORIC PRESERVATION SOCIETY,CHICKASAW HISTORIC PRESERVATION SOCIETY, , ,209 THIRD STREET,CHICKASAW,AL,36611-1517,36611, , , , , , , ,CHICKASAW HISTORIC PRESERVATION SOCIETY,201402,0,0,0,209 3RD ST,CHICKASAW,AL,36611-1517,201201, , , , ,-88.08103,30.7655,3,5,2,01,097,209 3RD ST,CHICKASAW,AL,36611-1517,36611,1,1,0,0,0,0,0,0, 
8400100191,HSC,392050503, ,A80, , ,9TH AND 10TH (HORSE) CAVALRY ASSOCIATION,9TH AND 10TH (HORSE) CAVALRY ASSOCIATION, ,ALABAMA CHAPTER 1 NINTH AND TENTH HORSE CALVARY ASSOCIATION,PO BOX 428,EUTAW,AL,35462-0428,35462,520 16TH ST N,BIRMINGHAM,AL,35462-0428,35462, , , , , , , , , , , , , , , , ,-86.81171,33.5128,3,5,1,01,073,520 16TH ST N,BIRMINGHAM,AL,35462-0428,35462,0,1,0,0,0,0,0,0, 
8400100192,HSC,412024874, ,A80, ,712120,ALABAMA LIGHTHOUSE ASSOCIATION,ALABAMA LIGHTHOUSE ASSOCIATION, , ,PO BOX 250,MOBILE,AL,36601-0250,36601, , , , , , ,HTTP://WWW.ALABAMALIGHTHOUSES.COM/,ALABAMA LIGHTHOUSE ASSOCIATION,201412,0,0,0,PO BOX 250,MOBILE,AL,36601-0250,200203, , , , ,-88.04401,30.69651,3,5,1,01,097,PO BOX 250,MOBILE,AL,36601-0250,36601,1,1,0,0,0,0,0,0, 
8400100196,HSC,432023916, , , , ,PLEASANT GROVE PRIMITIVE BAPTIST CHURCH,PLEASANT GROVE PRIMITIVE BAPTIST CHURCH, ,PLEASANT GROVE PRIMITIVE BAPTIST CHURCH RELIGIOUS AND HISTOR,401 S COUNTY RD 20,OZARK,AL,36360,36360, , , , , , , , , , , , , , , , , , , , , ,-85.56155,31.46362,3,5,4,01,045,401 S COUNTY RD 20,OZARK,AL,36360,36360,0,1,0,0,0,0,0,0, 
8400100197,HSC,450540727, ,A80, , ,HOUSTON HISTORICAL SOCIETY,HOUSTON HISTORICAL SOCIETY, , ,PO BOX 74,HOUSTON,AL,35572-0074,35572, , , , , , , ,HOUSTON HISTORICAL SOCIETY,201312,0,0,0,PO BOX 74,HOUSTON,AL,35572-0074,200708, , , , ,-87.27872,34.15651,3,5,4,01,133,PO BOX 74,HOUSTON,AL,35572-0074,35572,1,1,0,0,0,0,0,0, 
8400100198,HSC,451141355, ,A80, , ,EPES HISTORICAL ASSOCIATION,EPES HISTORICAL ASSOCIATION, , ,PO BOX 198,EPES,AL,35460-0198,35460,12428 SUMTER 20,EPES,AL,35460-0198,35460,2056527190, ,EPES HISTORICAL ASSOCIATION,201412,0,0,0,PO BOX 198,EPES,AL,35460-0198,201302, , , , ,-88.16305,32.67166,3,5,4,01,119,12428 SUMTER 20,EPES,AL,35460-0198,35460,1,1,0,0,0,0,0,0, 
8400100210,HSC,470957257, ,A80, ,712120,CLAY LEGACY ASSOCIATION,CLAY HISTORICAL SOCIETY INC, , ,PO BOX 61,CLAY,AL,35048-0061,35048, , , , , ,2056815158,HTTP://CLAYHISTORICALSOCIETY.COM/,CLAY HISTORICAL SOCIETY INC,201312,0,0,0,PO BOX 61,CLAY,AL,35048-0061,200508, , , , ,-86.60455,33.69993,3,5,4,01,073,PO BOX 61,CLAY,AL,35048-0061,35048,1,1,0,0,0,0,0,0, 
8400100214,HSC,510198758, ,A80, , ,BIRMINGHAM JEFFERSON HISTORICAL SOCIETY TERM,BIRMINGHAM JEFFERSON HISTORICAL SOCIETY TERM, , ,PO BOX 130285,BIRMINGHAM,AL,35213-0285,35213, , , , , , , ,BIRMINGHAM JEFFERSON HISTORICAL SOCIETY TERM,201312,2,16565,16565,PO BOX 130285,BIRMINGHAM,AL,35213-0285,200712, , , , ,-86.747,33.50743,3,5,2,01,073,PO BOX 130285,BIRMINGHAM,AL,35213-0285,35213,1,1,0,0,0,0,0,0, 
8400100215,HSC,510228142, ,A80, ,712120,CONDE CHARLOTTE MUSEUM HOUSE,THE NATIONAL SOCIETY OF THE COLONIAL DAMES OF AMERICA IN TH, ,THE NATIONAL SOCIETY OF THE COLONIAL DAMES OF AMERICA IN THE,2600 SARATOGA LN,TUSCALOOSA,AL,35406-2705,35406, , , , , ,2513425199, ,THE NATIONAL SOCIETY OF THE COLONIAL DAMES OF AMERICA IN TH,201405,4,318188,318188,2600 SARATOGA LN,TUSCALOOSA,AL,35406-2705,198307, , , , ,-87.5261,33.24112,3,5,1,01,125,2600 SARATOGA LN,TUSCALOOSA,AL,35406-2705,35406,1,1,1,0,0,0,0,0, 
8400100217,HSC,522150056, ,A80, ,712120,PEINHARDT LIVING HISTORY FARM FOUND ATION,PEINHARDT LIVING HISTORY FARM FOUND ATION INC, , ,1831 4TH ST SW,CULLMAN,AL,35055-3942,35055, , , , , , , ,PEINHARDT LIVING HISTORY FARM FOUND ATION INC,201312,3,46229,46229,1831 4TH ST SW,CULLMAN,AL,35055-3942,199912, , , , ,-86.86306,34.17122,3,5,3,01,043,1831 4TH ST SW,CULLMAN,AL,35055-3942,35055,1,1,0,0,0,0,0,0, 
8400100219,HSC,522442424, ,A80, , ,HANCEVILLE HISTORICAL PRESERVATION GROUP,HANCEVILLE HISTORICAL PRESERVATION GROUP, , ,773 COUNTY ROAD 622,HANCEVILLE,AL,35077-6966,35077, , , , , , , ,HANCEVILLE HISTORICAL PRESERVATION GROUP,201409,0,0,0,773 COUNTY ROAD 622,HANCEVILLE,AL,35077-6966,200508, , , , ,-86.76098,34.11784,3,5,4,01,043,773 COUNTY ROAD 622,HANCEVILLE,AL,35077-6966,35077,1,1,0,0,0,0,0,0, 
8400100222,HSC,570888888, ,A80, , ,ALABAMA NATIONAL GUARD HISTORICAL SOCIETY,ALABAMA NATIONAL GUARD HISTORICAL SOCIETY INC, , ,6900 43RD AVENUE NORTH NO 200,BIRMINGHAM,AL,35206,35206, , , , , ,2058330135, , , , , , , , , , , , , , , ,-86.7397,33.56265,3,5,1,01,073,6900 43RD AVENUE NORTH NO 200,BIRMINGHAM,AL,35206,35206,0,1,0,0,1,0,0,0, 
8400100223,HSC,570892846, ,A82, , ,HOOVER HISTORICAL SOCIETY,HOOVER HISTORICAL SOCIETY, , ,PO BOX 360233,HOOVER,AL,35236,35236,569 PARK AVENUE,HOOVER,AL,35236,35236,2058229392,HTTP://WWW.HOOVERHISTORICALSOCIETY.ORG/,HOOVER HISTORICAL SOCIETY,201405,0,0,0,PO BOX 360233,HOOVER,AL,35236-0233,198908, , , , ,-86.85433,33.40819,3,5,1,01,073,569 PARK AVENUE,HOOVER,AL,35236,35236,1,1,0,0,0,0,0,0, 
8400100225,HSC,570899716, ,A82, , ,VESTAVIA HILLS HISTORICAL SOCIETY,VESTAVIA HILLS HISTORICAL SOCIETY, , ,1221 MONTGOMERY HIGHWAY,VESTAVIA HILLS,AL,35216,35216, , , , , ,2059780155,HTTP://VESTAVIALIBRARY.ORG/,VESTAVIA HILLS HISTORICAL SOCIETY,201312,0,0,0,1112 MONTGOMERY HWY,VESTAVIA,AL,35216-2808,198912, , , , ,-86.78845,33.4368,3,5,2,01,073,1112 MONTGOMERY HWY,VESTAVIA,AL,35216-2808,35216,1,1,0,0,0,0,0,0, 
8400100226,HSC,570907699, ,A82, , ,GUNTERSVILL HISTORICAL SOCIETY,GUNTERSVILL HISTORICAL SOCIETY INC, , ,PO BOX 236,GUNTERSVILLE,AL,35976-0237,35976, , , , , , ,HTTP://WWW.GUNTERSVILLEHISTORICALSOCIETY.ORG/,GUNTERSVILL HISTORICAL SOCIETY INC,201312,2,20867,13067,PO BOX 236,GUNTERSVILLE,AL,35976-0237,199004, , , , ,-86.37909,34.36776,3,5,4,01,095,PO BOX 236,GUNTERSVILLE,AL,35976-0237,35976,1,1,0,0,0,0,0,0, 
8400100227,HSC,571141135, ,A80, ,712120,WALKER COUNTY GENEALOGICAL SOCIETY,WALKER COUNTY GENEALOGICAL SOCIETY INC, , ,PO BOX 3408,JASPER,AL,35502-3408,35502,PO BOX 3408,JASPER,AL,35502-3408,35502, , ,WALKER COUNTY GENEALOGICAL SOCIETY INC,201412,0,0,0,PO BOX 3408,JASPER,AL,35502-3408,200610, , , , ,-87.27733,33.82961,3,5,3,01,127,PO BOX 3408,JASPER,AL,35502-3408,35502,1,1,0,0,0,0,0,0, 
8400100229,HSC,581892067, ,T30,847755766,813211,BIRMINGHAM CIVIL RIGHTS INSTITUTE,BIRMINGHAM CIVIL RIGHTS INSTITUTE, , ,520 16TH ST N,BIRMINGHAM,AL,35203-1911,35203, , , , , ,2053289696,HTTP://WWW.BCRI.ORG/INDEX.HTML,BIRMINGHAM CIVIL RIGHTS INSTITUTE,201406,6,2736160,2736160,520 16TH ST N,BIRMINGHAM,AL,35203-1911,199006, , , , ,-86.81171,33.5128,3,5,1,01,073,520 16TH ST N,BIRMINGHAM,AL,35203-1911,35203,1,1,1,1,1,0,0,0, 
8400100231,HSC,581905488, ,Z99, ,513110,ALABAMA HISTORICAL RADIO SOCIETY,ALABAMA HISTORICAL RADIO SOCIETY INC, , ,PO BOX 131418,BIRMINGHAM,AL,35213,35213,600 N 18TH STREET,BIRMINGHAM,AL,35213,35213,2059677000,HTTP://ALABAMAHISTORICALRADIOSOCIETY.ORG,ALABAMA HISTORICAL RADIO SOCIETY INC,201406,0,0,0,PO BOX 131418,BIRMINGHAM,AL,35213-6418,199007, , , , ,-86.81185,33.51784,3,5,1,01,073,600 N 18TH STREET,BIRMINGHAM,AL,35213,35213,1,1,0,0,0,0,0,0, 
8400100234,HSC,581986641, ,A82, , ,JEMISON-VAN DE GRAAFF MANSION FOUNDATION,JEMISON-VAN DE GRAAFF MANSION FOUNDATION, , ,PO BOX 1216,TUSCALOOSA,AL,35403-1216,35403,1305 GREENSBORO AVE,TUSCALOOSA,AL,35403-1216,35403,2057582906,HTTP://WWW.JEMISONMANSION.COM/,JEMISON-VAN DE GRAAFF MANSION FOUNDATION,201312,4,146509,146509,PO BOX 1216,TUSCALOOSA,AL,35403-1216,199206, , , , ,-87.56509,33.20224,3,5,1,01,125,1305 GREENSBORO AVE,TUSCALOOSA,AL,35403-1216,35403,1,1,0,0,1,0,0,0, 
8400100236,HSC,582019106, ,A82, , ,LINDEN HISTORICAL SOCIETY,CITY OF LINDEN HISTORICAL SOCIETY, , ,14230 AL HWY 38,LINDEN,AL,36748,36748, , , , , , ,HTTP://WWW.LINDEN-NJ.ORG/,CITY OF LINDEN HISTORICAL SOCIETY,201406,0,0,0,14230 AL HIGHWAY 28,LINDEN,AL,36748-3585,199301, , , , ,-87.73882,32.21881,3,5,4,01,091,14230 AL HIGHWAY 28,LINDEN,AL,36748-3585,36748,1,1,0,0,0,0,0,0, 
8400100237,HSC,582046324, ,A80, , ,MONTGOMERY COUNTY HISTORICAL SOCIETY,MONTGOMERY COUNTY HISTORICAL SOCIETY, , ,512 S COURT ST,MONTGOMERY,AL,36104-4104,36104, , , , , ,3342641837, ,MONTGOMERY COUNTY HISTORICAL SOCIETY,201412,3,59539,59539,512 S COURT ST,MONTGOMERY,AL,36104-4104,199306, , , , ,-86.30888,32.37047,3,5,1,01,101,512 S COURT ST,MONTGOMERY,AL,36104-4104,36104,1,1,0,0,0,0,0,0, 
8400100238,HSC,582082521, ,A82, , ,ALABAMA CENTER OF MILITARY HISTORY,ALABAMA CENTER OF MILITARY HISTORY, , ,2060A AIRPORT RD SW,HUNTSVILLE,AL,35801-5338,35801, , , , , , , ,ALABAMA CENTER OF MILITARY HISTORY,201312,3,64159,64159,2060A AIRPORT RD SW,HUNTSVILLE,AL,35801-5338,199403, , , , ,-86.58225,34.69017,3,5,1,01,089,2060A AIRPORT RD SW,HUNTSVILLE,AL,35801-5338,35801,1,1,0,0,0,0,0,0, 
8400100242,HSC,621578456, ,A82, , ,NAUVOO HISTORICAL SOCIETY,NAUVOO HISTORICAL SOCIETY INC, , ,9959 HIGHWAY 195,JASPER,AL,35503,35503, , , , , ,2053871709,HTTP://WWW.NAUVOOHISTORICALSOCIETY.ORG,NAUVOO HISTORICAL SOCIETY INC,201312,0,0,0,9959 HIGHWAY 195,JASPER,AL,35503-3027,199412, , , , ,-87.34601,33.97136,3,5,4,01,127,9959 HIGHWAY 195,JASPER,AL,35503-3027,35503,1,1,0,0,1,0,0,0, 
8400100246,HSC,630401485, ,A82,072610272, ,HISTORIC MOBILE PRESERVATION SOCIETY,HISTORIC MOBILE PRESERVATION SOCIETY INC, , ,200 RAPIER AVE,MOBILE,AL,36604-2910,36604, , , , , , ,HTTP://HMPS.PUBLISHPATH.COM/,HISTORIC MOBILE PRESERVATION SOCIETY INC,201405,4,293253,284056,300 OAKLEIGH PL,MOBILE,AL,36604-2910,194201, , , , ,-88.06003,30.68068,3,5,1,01,097,300 OAKLEIGH PL,MOBILE,AL,36604-2910,36604,1,1,0,0,1,0,0,0, 
8400100249,HSC,630516397, ,A82, , ,MARENGO COUNTY HISTORICAL SOCIETY,MARENGO COUNTY HISTORICAL SOCIETY INC, , ,311 N WALNUT AVE,DEMOPOLIS,AL,36732-2033,36732, , , , , ,3342890599,HTTP://WWW.MARENGOMUSEUM.COM/,MARENGO COUNTY HISTORICAL SOCIETY INC,201411,3,82948,82948,PO BOX 159,DEMOPOLIS,AL,36732-0159,196705, , , , ,-87.84868,32.49096,3,5,4,01,091,PO BOX 159,DEMOPOLIS,AL,36732-0159,36732,1,1,0,0,0,0,0,0, 
8400100252,HSC,630586480, ,A82, , ,LANDMARKS FOUNDATION OF MONTGOMERY,LANDMARKS FOUNDATION OF MONTGOMERY, , ,301 COLUMBUS ST,MONTGOMERY,AL,36104-2624,36104, , , , , ,3342404500,HTTP://WWW.OLDALABAMATOWN.COM,LANDMARKS FOUNDATION OF MONTGOMERY,201312,5,849416,786968,301 COLUMBUS ST,MONTGOMERY,AL,36104-2624,196903, , , , ,-86.30519,32.38218,3,5,1,01,101,301 COLUMBUS ST,MONTGOMERY,AL,36104-2624,36104,1,1,0,0,1,0,0,0, 
8400100253,HSC,630587127, ,A82, ,712120,ALABAMA HISTORIC IRONWORKS COMMISSION,ALABAMA HISTORIC IRONWORKS COMMISSION, , ,12632 CONFEDERATE PKWY,MC CALLA,AL,35111-2620,35111, , , , , , , ,ALABAMA HISTORIC IRONWORKS COMMISSION,201409,6,1748733,1642172,12632 CONFEDERATE PKWY,MC CALLA,AL,35111-2620,197507, , , , ,-87.08321,33.26851,3,5,4,01,125,12632 CONFEDERATE PKWY,MC CALLA,AL,35111-2620,35111,1,1,0,0,0,0,0,0, 
8400100255,HSC,630644989, ,A82, ,712110,RICHARDS-DAR HOUSE MUSEUM,THE RICHARDS-DAR HOUSE MUSEUM, , ,256 N JOACHIM ST,MOBILE,AL,36603-6472,36603, , , , , ,2512087320,HTTP://WWW.RICHARDSDARHOUSE.COM,THE RICHARDS-DAR HOUSE MUSEUM,201405,3,53254,45193,256 NORTH JOACHILN STREE,MOBILE,AL,36603-0000,197502, , , , ,-88.05529,30.68979,3,5,1,01,097,256 NORTH JOACHILN STREE,MOBILE,AL,36603-0000,36603,1,1,0,0,1,0,0,0, 
8400100256,HSC,630654347, ,A82, , ,MOBILE HISTORIC DEVELOPMENT COMMISSION,MOBILE HISTORIC DEVELOPMENT COMMISSION, , ,PO BOX 1827,MOBILE,AL,36633-1827,36633,205 GOVERNMENT STREET 2ND FLOOR S TOWER,MOBILE,AL,36633-1827,36633,2512087281, ,MOBILE HISTORIC DEVELOPMENT COMMISSION,201409,5,554949,371589,PO BOX 1827,MOBILE,AL,36633-1827,197507, , , , ,-88.10646,30.6708,3,5,1,01,097,205 GOVERNMENT STREET 2ND FLOOR S TOWER,MOBILE,AL,36633-1827,36633,1,1,0,0,0,0,0,0, 
8400100258,HSC,630707486, , , , ,OLD TOWNE PRESERVATION ASSOCIATION,OLD TOWN HISTORIC PRESERVATION DISTRICT ASSOCIATION, ,OLD TOWN HISTORIC PRESERVATION DISTRICT ASSOCIATION,716 EAST CLINTON AVE,HUNTSVILLE,AL,35801,35801, , , , , , , ,OLD TOWN HISTORIC PRESERVATION DISTRICT ASSOCIATION,201412,0,0,0,112 STEELE ST NE,HUNTSVILLE,AL,35801-4148,197802, , , , ,-86.58271,34.73564,3,5,1,01,089,112 STEELE ST NE,HUNTSVILLE,AL,35801-4148,35801,1,1,0,0,0,0,0,0, 
8400100259,HSC,630719059, ,A82, , ,HISTORIC HALE COUNTY PRESERVATION SOCIETY,HISTORIC HALE COUNTY PRESERVATION SOCIETY INC, , ,1110 MAIN STREET,GREENSBORO,AL,36744,36744, , , , , , , ,HISTORIC HALE COUNTY PRESERVATION SOCIETY INC,201312,0,0,0,1110 MAIN ST,GREENSBORO,AL,36744-1516,197704, , , , ,-87.59443,32.70357,3,5,4,01,065,1110 MAIN ST,GREENSBORO,AL,36744-1516,36744,1,1,0,0,0,0,0,0, 
8400100262,HSC,630719832, ,A82, , ,LIMESTONE COUNTY HISTORICAL SOCIETY,LIMESTONE COUNTY HISTORICAL SOCIETY, , ,PO BOX 82,ATHENS,AL,35612,35612, , , , , , ,HTTP://LIMESTONECOUNTYHISTORICALSOCIETY.ORG,LIMESTONE COUNTY HISTORICAL SOCIETY,201309,0,0,0,PO BOX 82,ATHENS,AL,35612-0082,197701, , , , ,-86.98225,34.80508,3,5,3,01,083,PO BOX 82,ATHENS,AL,35612-0082,35612,1,1,0,0,0,0,0,0, 
8400100264,HSC,630727557, ,A82, , ,CLARKE COUNTY HISTORICAL SOCIETY & MUSEUM,CLARKE COUNTY HISTORICAL SOCIETY, , ,116 COBB STREET,GROVE HILL,AL,36451,36451, , , , , ,2512752014,HTTP://CLARKECOUNTYAL.COM/,CLARKE COUNTY HISTORICAL SOCIETY,201305,4,128509,124305,116 COBB STREET,GROVE HILL,AL,36451-0000,197907, , , , ,-87.78712,31.68673,3,5,4,01,025,116 COBB STREET,GROVE HILL,AL,36451-0000,36451,1,1,0,0,0,0,0,0, 
8400100265,HSC,630733157, ,A82, , ,SHELBY COUNTY HISTORICAL SOCIETY,THE SHELBY COUNTY HISTORICAL SOCIETY, ,SHELBY COUNTY MUSEUM AND ARCHIVES,PO BOX 457,COLUMBIANA,AL,35051-0457,35051,1854 N MAIN ST,COLUMBIANA,AL,35051-0457,35051, , ,THE SHELBY COUNTY HISTORICAL SOCIETY,201312,3,72416,72416,PO BOX 457,COLUMBIANA,AL,35051-0457,197806, , , , ,-86.60898,33.20482,3,5,4,01, ,1854 N MAIN ST,COLUMBIANA,AL,35051-0457,35051,1,1,0,0,0,0,0,0, 
8400100266,HSC,630737652, ,A82, , ,WILCOX HISTORICAL SOCIETY,WILCOX HISTORICAL SOCIETY, , ,PO BOX 464,CAMDEN,AL,36726,36726, , , , , ,3346829825, ,WILCOX HISTORICAL SOCIETY,201312,0,0,0,PO BOX 464,CAMDEN,AL,36726-0464,198608, , , , ,-87.3061,31.99763,3,5,4,01,131,PO BOX 464,CAMDEN,AL,36726-0464,36726,1,1,0,0,0,0,0,0, 
